test_id,strategy_name,total_return,weekly_return,win_rate,num_trades,winners,losers,avg_winner,avg_loser,winner_loser_ratio,max_drawdown,sharpe_ratio,profit_factor,param_strategy_type,param_ma_type,param_fast_ma,param_slow_ma,param_volume_multiplier,param_rsi_threshold,param_entry_confirmation,param_trailing_activation_pct,param_trailing_distance_pct,param_adaptive_trailing,param_strong_momentum_trail,param_weak_momentum_trail,param_momentum_lookback,param_pattern_types,param_confirmation_volume,param_confirmation_ma,param_min_body_pct,param_bb_period,param_bb_std,param_entry_trigger,param_exit_trigger,param_rsi_filter,param_rsi_period,param_oversold_threshold,param_overbought_threshold,param_exit_strategy,param_rsi_neutral,param_profit_target_pct,param_entry_type,param_exit_type,param_streak_rsi_period,param_pct_rank_period,param_crsi_oversold,param_crsi_overbought,param_max_hold_days,param_min_gap_pct,param_max_gap_pct,param_gap_confirmation,param_min_volume_multiplier,param_entry_time_window
9093,connors_rsi,-0.2682,-0.0209,0.343,48,16,32,0.02,0.0184,1.09,0.0903,-0.83,0.54,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,80,3,,,,,
9094,connors_rsi,-0.0522,-0.0041,0.307,29,8,21,0.0223,0.011,2.03,0.2024,-0.63,0.77,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,80,1,,,,,
9095,connors_rsi,0.355,0.0276,0.3901,82,31,51,0.0349,0.0142,2.45,0.1257,1.19,1.49,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,80,2,,,,,
9096,connors_rsi,0.1532,0.0119,0.4893,27,13,14,0.021,0.0086,2.46,0.2273,1.49,2.28,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,80,3,,,,,
9097,connors_rsi,0.8794,0.0684,0.3685,74,27,47,0.0407,0.0047,8.68,0.1666,1.54,4.98,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,80,1,,,,,
9098,connors_rsi,0.3728,0.029,0.4774,61,29,32,0.0228,0.009,2.53,0.1016,1.17,2.29,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,80,2,,,,,
9099,connors_rsi,0.6727,0.0523,0.4768,51,24,27,0.0282,0.0002,149.5,0.1272,0.84,132.89,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,80,3,,,,,
9100,connors_rsi,-0.0278,-0.0022,0.4217,75,31,44,0.022,0.0162,1.36,0.2071,-0.99,0.96,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,80,1,,,,,
9101,connors_rsi,0.157,0.0122,0.3457,62,21,41,0.0464,0.02,2.33,0.1105,0.3,1.19,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,80,2,,,,,
9102,connors_rsi,-0.4109,-0.032,0.4477,55,24,31,0.0149,0.0248,0.6,0.0813,-1.4,0.47,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,80,3,,,,,
9103,connors_rsi,0.6252,0.0486,0.4166,49,20,29,0.0341,0.002,17.29,0.1658,0.8,11.93,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,80,1,,,,,
9104,connors_rsi,0.8745,0.068,0.4559,73,33,40,0.0386,0.01,3.86,0.0661,2.47,3.18,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,80,2,,,,,
9105,connors_rsi,-0.2234,-0.0174,0.3167,60,19,41,0.026,0.0175,1.49,0.2127,-0.85,0.69,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,80,3,,,,,
9106,connors_rsi,-0.4306,-0.0335,0.3512,26,9,17,0.0232,0.0376,0.62,0.1125,-0.19,0.33,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,80,1,,,,,
9107,connors_rsi,0.0606,0.0047,0.4648,30,13,17,0.0357,0.0238,1.5,0.179,1.06,1.15,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,80,2,,,,,
9108,connors_rsi,-0.4075,-0.0317,0.3429,99,33,66,0.0226,0.0175,1.29,0.1111,-0.56,0.65,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,80,3,,,,,
9109,connors_rsi,-0.0699,-0.0054,0.3684,36,13,23,0.0146,0.0113,1.29,0.196,-0.8,0.73,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,85,1,,,,,
9110,connors_rsi,0.0894,0.007,0.3599,23,8,15,0.0213,0.0054,3.94,0.2202,2.66,2.1,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,85,2,,,,,
9111,connors_rsi,0.2295,0.0179,0.37,27,9,18,0.0433,0.0089,4.87,0.1236,1.42,2.44,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,85,3,,,,,
9112,connors_rsi,0.2311,0.018,0.3842,86,33,53,0.0351,0.0175,2.01,0.1127,0.44,1.25,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,85,1,,,,,
9113,connors_rsi,-0.096,-0.0075,0.4597,42,19,23,0.0013,0.0053,0.25,0.1263,-0.56,0.21,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,85,2,,,,,
9114,connors_rsi,0.4314,0.0336,0.4287,37,15,22,0.0307,0.0014,22.77,0.1692,1.61,15.52,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,85,3,,,,,
9115,connors_rsi,-0.3515,-0.0273,0.4485,37,16,21,0.0109,0.025,0.43,0.2107,-0.96,0.33,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,85,1,,,,,
9116,connors_rsi,-0.2792,-0.0217,0.4577,82,37,45,0.0226,0.0248,0.91,0.0791,-0.12,0.75,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,85,2,,,,,
9117,connors_rsi,0.2519,0.0196,0.434,47,20,27,0.0351,0.0167,2.11,0.2495,0.77,1.56,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,85,3,,,,,
9118,connors_rsi,0.1384,0.0108,0.3389,20,6,14,0.0332,0.0043,7.64,0.1523,0.69,3.28,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,85,1,,,,,
9119,connors_rsi,0.4953,0.0385,0.4527,58,26,32,0.0417,0.0184,2.27,0.0512,1.45,1.84,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,85,2,,,,,
9120,connors_rsi,-0.3744,-0.0291,0.3818,31,11,20,0.0092,0.0238,0.39,0.1214,-1.2,0.21,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,85,3,,,,,
9121,connors_rsi,-0.0214,-0.0017,0.3926,25,9,16,0.0272,0.0167,1.63,0.1972,0.25,0.92,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,85,1,,,,,
9122,connors_rsi,0.0781,0.0061,0.3167,43,13,30,0.0157,0.0042,3.73,0.0824,2.07,1.62,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,85,2,,,,,
9123,connors_rsi,0.3897,0.0303,0.4942,60,29,31,0.0349,0.0201,1.74,0.2154,2.92,1.63,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,85,3,,,,,
9124,connors_rsi,-0.3572,-0.0278,0.3978,91,36,55,0.0174,0.0179,0.97,0.2203,-0.58,0.64,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,85,1,,,,,
9125,connors_rsi,0.0739,0.0057,0.4696,76,35,41,0.0208,0.016,1.3,0.0503,2.02,1.11,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,85,2,,,,,
9126,connors_rsi,0.5631,0.0438,0.4512,77,34,43,0.0294,0.0101,2.9,0.1189,1.71,2.29,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,85,3,,,,,
9127,connors_rsi,-0.0934,-0.0073,0.3115,40,12,28,0.0143,0.0094,1.51,0.1955,-0.5,0.65,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,85,1,,,,,
9128,connors_rsi,0.3046,0.0237,0.4989,60,29,31,0.0171,0.0062,2.77,0.1513,0.27,2.59,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,85,2,,,,,
9129,connors_rsi,0.1936,0.0151,0.4132,25,10,15,0.0294,0.0067,4.39,0.1762,0.9,2.93,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,85,3,,,,,
9130,connors_rsi,-0.5608,-0.0436,0.4861,96,46,50,0.0132,0.0234,0.57,0.1515,-0.15,0.52,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,85,1,,,,,
9131,connors_rsi,0.0288,0.0022,0.4745,25,11,14,0.0178,0.0119,1.49,0.1575,1.51,1.17,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,85,2,,,,,
9132,connors_rsi,0.239,0.0186,0.4803,30,14,16,0.03,0.0113,2.66,0.1326,0.44,2.32,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,85,3,,,,,
9133,connors_rsi,0.4401,0.0342,0.4715,88,41,47,0.0332,0.0196,1.69,0.0943,1.49,1.48,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,85,1,,,,,
9134,connors_rsi,-0.3001,-0.0233,0.337,35,11,24,0.0041,0.0144,0.28,0.2119,-0.8,0.13,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,85,2,,,,,
9135,connors_rsi,-0.0844,-0.0066,0.4439,80,35,45,0.0239,0.0205,1.17,0.1392,-0.15,0.91,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,85,3,,,,,
9136,connors_rsi,0.0284,0.0022,0.4515,35,15,20,0.0355,0.0252,1.41,0.1178,1.02,1.06,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,85,1,,,,,
9137,connors_rsi,0.1478,0.0115,0.3297,82,27,55,0.0298,0.012,2.49,0.1746,1.65,1.22,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,85,2,,,,,
9138,connors_rsi,-0.0187,-0.0015,0.3586,20,7,13,0.0278,0.0164,1.69,0.1484,-1.12,0.91,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,85,3,,,,,
9139,connors_rsi,-0.0773,-0.006,0.3009,37,11,26,0.0154,0.0095,1.62,0.0896,-0.63,0.69,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,85,1,,,,,
9140,connors_rsi,-0.2707,-0.0211,0.316,88,27,61,0.0258,0.0158,1.63,0.1054,-0.37,0.72,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,85,2,,,,,
9141,connors_rsi,0.2317,0.018,0.3524,95,33,62,0.0182,0.006,3.06,0.1175,1.39,1.63,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,85,3,,,,,
9142,connors_rsi,0.1307,0.0102,0.4275,61,26,35,0.0205,0.0115,1.78,0.1221,1.14,1.32,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,85,1,,,,,
9143,connors_rsi,-0.0292,-0.0023,0.4037,88,35,53,0.0147,0.0103,1.43,0.1279,-0.15,0.95,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,85,2,,,,,
9144,connors_rsi,-0.1154,-0.009,0.3463,30,10,20,0.0204,0.016,1.28,0.0547,-0.19,0.64,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,85,3,,,,,
9145,connors_rsi,0.1194,0.0093,0.4091,21,8,13,0.0234,0.0052,4.48,0.1759,1.63,2.76,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,90,1,,,,,
9146,connors_rsi,0.7069,0.055,0.4471,79,35,44,0.0277,0.006,4.65,0.2026,2.08,3.7,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,90,2,,,,,
9147,connors_rsi,-1.1687,-0.0909,0.3077,67,20,47,0.015,0.0312,0.48,0.1014,-0.45,0.2,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,90,3,,,,,
9148,connors_rsi,-0.4129,-0.0321,0.3799,90,34,56,0.0245,0.0222,1.1,0.169,-0.95,0.67,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,90,1,,,,,
9149,connors_rsi,-0.0964,-0.0075,0.3272,56,18,38,0.0279,0.0157,1.77,0.2486,-0.46,0.84,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,90,2,,,,,
9150,connors_rsi,0.3311,0.0257,0.4058,24,9,15,0.0408,0.0024,17.01,0.1833,0.45,10.21,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,90,3,,,,,
9151,connors_rsi,-0.1009,-0.0078,0.4158,99,41,58,0.0313,0.0239,1.31,0.0924,-1.04,0.93,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,90,1,,,,,
9152,connors_rsi,0.0529,0.0041,0.3737,28,10,18,0.0178,0.0069,2.56,0.2202,1.27,1.42,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,90,2,,,,,
9153,connors_rsi,-0.2032,-0.0158,0.4585,87,39,48,0.0222,0.0223,1.0,0.1906,-0.55,0.81,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,90,3,,,,,
9154,connors_rsi,-0.6343,-0.0493,0.3423,93,31,62,0.0324,0.0264,1.23,0.1305,0.48,0.61,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,90,1,,,,,
9155,connors_rsi,0.6869,0.0534,0.4406,50,22,28,0.0353,0.0032,11.12,0.0825,0.6,8.74,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,90,2,,,,,
9156,connors_rsi,1.3322,0.1036,0.4765,87,41,46,0.045,0.0111,4.05,0.0624,0.61,3.61,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,90,3,,,,,
9157,connors_rsi,-0.4625,-0.036,0.382,72,27,45,0.0115,0.0171,0.67,0.1613,-0.32,0.4,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,90,1,,,,,
9158,connors_rsi,-0.0055,-0.0004,0.3129,91,28,63,0.0269,0.012,2.23,0.1908,0.47,0.99,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,90,2,,,,,
9159,connors_rsi,-0.6149,-0.0478,0.4161,71,29,42,0.0122,0.023,0.53,0.1108,-0.35,0.36,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,90,3,,,,,
9160,connors_rsi,-0.7338,-0.0571,0.3172,77,24,53,0.0356,0.0299,1.19,0.0521,-0.65,0.54,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,90,1,,,,,
9161,connors_rsi,0.652,0.0507,0.484,72,34,38,0.0347,0.0139,2.5,0.2001,0.73,2.23,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,90,2,,,,,
9162,connors_rsi,0.4172,0.0324,0.4428,77,34,43,0.0357,0.0185,1.93,0.1323,1.95,1.52,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,90,3,,,,,
9163,connors_rsi,-0.2339,-0.0182,0.4805,64,30,34,0.0189,0.0235,0.8,0.1262,-0.84,0.71,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,90,1,,,,,
9164,connors_rsi,-0.3954,-0.0308,0.4145,61,25,36,0.011,0.0187,0.59,0.1001,-0.98,0.41,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,90,2,,,,,
9165,connors_rsi,0.1005,0.0078,0.318,55,17,38,0.027,0.0094,2.86,0.2485,1.99,1.28,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,90,3,,,,,
9166,connors_rsi,-0.0475,-0.0037,0.453,45,20,25,0.0194,0.0174,1.11,0.0925,-0.55,0.89,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,90,1,,,,,
9167,connors_rsi,-0.0083,-0.0006,0.4472,23,10,13,0.0113,0.0094,1.21,0.1384,0.06,0.93,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,90,2,,,,,
9168,connors_rsi,0.0429,0.0033,0.4027,27,10,17,0.0261,0.0128,2.03,0.1993,0.47,1.2,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,90,3,,,,,
9169,connors_rsi,0.4768,0.0371,0.4385,29,12,17,0.0564,0.0118,4.79,0.2193,0.72,3.38,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,90,1,,,,,
9170,connors_rsi,0.4378,0.0341,0.4307,40,17,23,0.0276,0.0014,20.01,0.1553,1.51,14.79,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,90,2,,,,,
9171,connors_rsi,0.0042,0.0003,0.3897,26,10,16,0.0407,0.0252,1.62,0.0618,1.33,1.01,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,90,3,,,,,
9172,connors_rsi,0.0913,0.0071,0.4094,63,25,38,0.0189,0.0101,1.88,0.0935,1.29,1.24,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,90,1,,,,,
9173,connors_rsi,-0.2712,-0.0211,0.339,22,7,15,0.0172,0.0261,0.66,0.1261,-0.28,0.31,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,90,2,,,,,
9174,connors_rsi,0.1489,0.0116,0.4623,46,21,25,0.0222,0.0127,1.75,0.122,-0.27,1.47,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.02,,,5,50,20,90,3,,,,,
9175,connors_rsi,-0.137,-0.0107,0.3018,51,15,36,0.0223,0.0131,1.7,0.1537,-0.8,0.71,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,90,1,,,,,
9176,connors_rsi,-0.6135,-0.0477,0.3406,65,22,43,0.0262,0.0276,0.95,0.1592,0.24,0.48,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,90,2,,,,,
9177,connors_rsi,-0.1445,-0.0112,0.4562,49,22,27,0.0174,0.0195,0.89,0.1146,-1.12,0.73,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.025,,,5,50,20,90,3,,,,,
9178,connors_rsi,-0.0524,-0.0041,0.3702,39,14,25,0.0108,0.0081,1.33,0.155,-0.72,0.74,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,90,1,,,,,
9179,connors_rsi,0.7251,0.0564,0.4507,70,31,39,0.0394,0.0127,3.1,0.1108,1.19,2.46,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,90,2,,,,,
9180,connors_rsi,0.4114,0.032,0.4757,37,17,20,0.03,0.0049,6.07,0.2161,1.06,5.16,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.03,,,5,50,20,90,3,,,,,
9181,connors_rsi,-0.2016,-0.0157,0.456,94,42,52,0.0353,0.0324,1.09,0.2329,0.17,0.88,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,95,1,,,,,
9182,connors_rsi,-0.0887,-0.0069,0.3138,52,16,36,0.0229,0.0127,1.81,0.1871,0.35,0.81,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,95,2,,,,,
9183,connors_rsi,0.5885,0.0458,0.3394,95,32,63,0.0401,0.011,3.64,0.1801,1.81,1.85,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.015,,,5,50,20,95,3,,,,,
9184,connors_rsi,0.1312,0.0102,0.4318,42,18,24,0.0231,0.0119,1.95,0.1911,1.75,1.46,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,95,1,,,,,
9185,connors_rsi,0.0874,0.0068,0.3959,30,11,19,0.0262,0.0106,2.48,0.1224,1.02,1.44,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,95,2,,,,,
9186,connors_rsi,0.4307,0.0335,0.4848,35,16,19,0.0341,0.006,5.66,0.104,2.35,4.77,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.02,,,5,50,20,95,3,,,,,
9187,connors_rsi,0.0967,0.0075,0.3347,46,15,31,0.025,0.009,2.78,0.2296,-0.3,1.35,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,95,1,,,,,
9188,connors_rsi,0.3968,0.0309,0.3562,57,20,37,0.0533,0.0181,2.95,0.1823,2.36,1.59,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,95,2,,,,,
9189,connors_rsi,-0.3947,-0.0307,0.4693,48,22,26,0.0211,0.0331,0.64,0.1008,-0.36,0.54,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.025,,,5,50,20,95,3,,,,,
9190,connors_rsi,0.5885,0.0458,0.3943,62,24,38,0.0395,0.0095,4.18,0.2469,2.25,2.64,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,95,1,,,,,
9191,connors_rsi,-0.1012,-0.0079,0.3275,63,20,43,0.0273,0.015,1.81,0.1425,-0.18,0.84,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,95,2,,,,,
9192,connors_rsi,-0.6433,-0.05,0.4796,70,33,37,0.0113,0.0275,0.41,0.1021,-0.16,0.37,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,crsi_neutral,,0.03,,,5,50,20,95,3,,,,,
9193,connors_rsi,0.2546,0.0198,0.4982,71,35,36,0.041,0.0328,1.25,0.1787,1.2,1.22,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,95,1,,,,,
9194,connors_rsi,0.0517,0.004,0.3529,47,16,31,0.0211,0.0092,2.29,0.1119,0.74,1.18,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,95,2,,,,,
9195,connors_rsi,0.1158,0.009,0.3667,79,28,51,0.0275,0.0128,2.14,0.2091,1.15,1.18,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.015,,,5,50,20,95,3,,,,,
9196,connors_rsi,-0.0479,-0.0037,0.3155,92,29,63,0.0294,0.0143,2.06,0.1374,-1.16,0.95,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,95,1,,,,,
9197,connors_rsi,0.091,0.0071,0.4068,87,35,52,0.0352,0.0219,1.6,0.1612,1.7,1.08,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,95,2,,,,,
9198,connors_rsi,-0.648,-0.0504,0.3644,84,30,54,0.0219,0.0242,0.91,0.175,-0.91,0.5,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.02,,,5,50,20,95,3,,,,,
9199,connors_rsi,-0.3488,-0.0271,0.4097,55,22,33,0.0225,0.0256,0.88,0.2082,-1.9,0.59,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,95,1,,,,,
9200,connors_rsi,0.3383,0.0263,0.498,49,24,25,0.0321,0.0173,1.86,0.1524,0.34,1.78,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,95,2,,,,,
9201,connors_rsi,0.4211,0.0328,0.3676,86,31,55,0.021,0.0042,5.01,0.0771,0.83,2.82,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.025,,,5,50,20,95,3,,,,,
9202,connors_rsi,-0.3591,-0.0279,0.3068,70,21,49,0.0272,0.019,1.43,0.1489,-0.51,0.61,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,95,1,,,,,
9203,connors_rsi,-0.6245,-0.0486,0.3312,44,14,30,0.0064,0.0238,0.27,0.1993,-0.71,0.13,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,95,2,,,,,
9204,connors_rsi,0.9344,0.0727,0.3762,96,36,60,0.0413,0.0092,4.48,0.0937,1.96,2.69,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,profit_target,,0.03,,,5,50,20,95,3,,,,,
9205,connors_rsi,0.0741,0.0058,0.3079,57,17,40,0.0168,0.0053,3.18,0.085,2.79,1.35,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,95,1,,,,,
9206,connors_rsi,0.0889,0.0069,0.4121,62,25,37,0.0278,0.0164,1.7,0.1791,2.51,1.15,connors_rsi,,,,,,,,,,,,,,,,,,,,,,5,,,time_based,,0.015,,,5,50,20,95,2,,,,,
